"ENTREZID","SYMBOL","GENENAME","X1.RD.dux4_no.dox_16hr_expt11.bam","X2.RD.dux4_with.dox_16hr_expt11.bam","X3.RD.dux4_no.dox_16hr_expt14.bam","X4.RD.dux4_with.dox_16hr_expt14.bam","X5.RD.dux4_no.dox_18hr_expt16.bam","X6.RD.dux4_with.dox_18hr_expt16.bam"
9659,"PDE4DIP","phosphodiesterase 4D interacting protein",1261,744,1668,996,1497,1096
123872,"DNAAF1","dynein (axonemal) assembly factor 1",4,15,7,26,6,13
100131303,"LOC100131303","uncharacterized LOC100131303",0,11,0,5,0,10
80198,"MUS81","MUS81 structure-specific endonuclease subunit",803,166,723,136,796,192
64762,"GAREM1","GRB2 associated regulator of MAPK1 subtype 1",721,149,638,127,690,147
55658,"RNF126","ring finger protein 126",1490,801,1195,807,1585,912
6730,"SRP68","signal recognition particle 68kDa",2152,439,2046,455,2143,638
23130,"ATG2A","autophagy related 2A",757,413,637,410,751,448
8443,"GNPAT","glyceronephosphate O-acyltransferase",1657,344,1645,394,1612,472
5451,"POU2F1","POU class 2 homeobox 1",1360,1252,2148,1413,1684,1199
100526767,"RNF103-CHMP3","RNF103-CHMP3 readthrough",4,11,4,19,5,15
84911,"ZNF382","zinc finger protein 382",220,27,220,36,202,36
55111,"PLEKHJ1","pleckstrin homology domain containing J1",1519,275,1287,306,1316,357
200931,"SLC51A","solute carrier family 51 alpha subunit",12,15,14,34,9,26
100616169,"MIR378D2","microRNA 378d-2",0,7,0,9,2,16
101927446,"LOC101927446","uncharacterized LOC101927446",0,14,1,4,0,13
124976,"SPNS2","spinster homolog 2 (Drosophila)",85,70,79,84,64,66
55700,"MAP7D1","MAP7 domain containing 1",3517,597,2736,430,3532,802
10945,"KDELR1","KDEL endoplasmic reticulum protein retention receptor 1",2908,632,2656,571,2978,830
10488,"CREB3","cAMP responsive element binding protein 3",647,115,558,123,590,141
51006,"SLC35C2","solute carrier family 35 member C2",1443,249,1448,326,1538,421
9469,"CHST3","carbohydrate (chondroitin 6) sulfotransferase 3",396,57,335,42,448,88
6007,"RHD","Rh blood group D antigen",6,15,3,14,1,15
10159,"ATP6AP2","ATPase H+ transporting accessory protein 2",1689,890,1621,839,1679,981
57182,"ANKRD50","ankyrin repeat domain 50",609,400,666,415,766,415
55754,"TMEM30A","transmembrane protein 30A",3939,2234,4016,2394,3975,2221
219743,"TYSND1","trypsin domain containing 1",355,52,304,47,312,71
8428,"STK24","serine/threonine kinase 24",783,156,740,148,889,219
81873,"ARPC5L","actin related protein 2/3 complex subunit 5-like",1746,905,1666,876,1756,995
57169,"ZNFX1","zinc finger, NFX1-type containing 1",2854,1581,2215,1625,3085,1726
4486,"MST1R","macrophage stimulating 1 receptor",8,17,4,16,6,17
55334,"SLC39A9","solute carrier family 39 member 9",1504,834,1527,787,1614,898
22820,"COPG1","coatomer protein complex subunit gamma 1",3045,690,2895,730,3259,949
727897,"MUC5B","mucin 5B, oligomeric mucus/gel-forming",0,9,0,14,2,8
200232,"FAM209A","family with sequence similarity 209 member A",0,6,0,8,0,11
255104,"TMCO4","transmembrane and coiled-coil domains 4",232,23,207,33,239,47
23234,"DNAJC9","DnaJ heat shock protein family (Hsp40) member C9",968,473,913,495,993,583
23509,"POFUT1","protein O-fucosyltransferase 1",4672,1102,4702,1230,4820,1481
2050,"EPHB4","EPH receptor B4",2147,389,1803,349,2282,574
4780,"NFE2L2","nuclear factor, erythroid 2 like 2",2556,468,2231,311,2409,577
100170841,"C17orf96","chromosome 17 open reading frame 96",466,83,431,71,463,112
55176,"SEC61A2","Sec61 translocon alpha 2 subunit",373,257,454,375,374,281
10156,"RASA4","RAS p21 protein activator 4",464,69,506,103,447,83
55959,"SULF2","sulfatase 2",719,85,777,82,1200,197
10396,"ATP8A1","ATPase phospholipid transporting 8A1",8,37,14,19,16,24
29855,"UBN1","ubinuclein 1",2363,575,2332,578,2390,685
115557,"ARHGEF25","Rho guanine nucleotide exchange factor 25",465,93,576,98,563,131
57708,"MIER1","MIER1 transcriptional regulator",1521,908,1571,994,1558,883
5826,"ABCD4","ATP binding cassette subfamily D member 4",818,146,716,176,875,210
56904,"SH3GLB2","SH3-domain GRB2-like endophilin B2",1126,223,1029,253,1045,256
6676,"SPAG4","sperm associated antigen 4",27,31,25,36,28,33
100289333,"LOC100289333","uncharacterized LOC100289333",61,63,60,59,57,52
6601,"SMARCC2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2",2838,609,3296,686,2804,817
157567,"ANKRD46","ankyrin repeat domain 46",589,89,744,144,655,133
2660,"MSTN","myostatin",24840,4240,42147,5706,36091,8085
64951,"MRPS24","mitochondrial ribosomal protein S24",219,146,180,133,208,149
3460,"IFNGR2","interferon gamma receptor 2 (interferon gamma transducer 1)",678,99,531,81,623,149
284325,"C19orf54","chromosome 19 open reading frame 54",498,55,497,99,526,115
8737,"RIPK1","receptor interacting serine/threonine kinase 1",507,70,449,64,578,127
1152,"CKB","creatine kinase, brain",1958,969,1879,1118,2130,1121
151648,"SGOL1","shugoshin-like 1 (S. pombe)",391,73,498,91,483,99
23111,"SPG20","spastic paraplegia 20 (Troyer syndrome)",3716,892,3704,751,3837,1052
5538,"PPT1","palmitoyl-protein thioesterase 1",5475,2694,5812,2819,6396,3427
1107,"CHD3","chromodomain helicase DNA binding protein 3",7334,1819,7186,1823,7284,2222
4215,"MAP3K3","mitogen-activated protein kinase kinase kinase 3",613,116,543,97,680,153
80017,"C14orf159","chromosome 14 open reading frame 159",356,63,291,52,354,56
2121,"EVC","EvC ciliary complex subunit 1",541,95,720,122,554,108
55791,"LRIF1","ligand dependent nuclear receptor interacting factor 1",1338,658,1328,696,1459,794
10020,"GNE","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase",1082,220,1353,258,1160,307
5284,"PIGR","polymeric immunoglobulin receptor",3,10,2,16,7,21
1998,"ELF2","E74 like ETS transcription factor 2",672,107,786,133,767,198
734,"OSGIN2","oxidative stress induced growth inhibitor family member 2",427,68,398,78,439,106
3854,"KRT6B","keratin 6B",0,6,0,7,0,12
51334,"PRR16","proline rich 16",28,34,10,29,20,36
22948,"CCT5","chaperonin containing TCP1 subunit 5",11748,6065,11326,5585,11906,6717
6815,"STYX","serine/threonine/tyrosine interacting protein",962,590,971,572,1076,581
85413,"SLC22A16","solute carrier family 22 member 16",0,7,0,6,0,12
22980,"TCF25","transcription factor 25 (basic helix-loop-helix)",1510,857,1563,944,1552,873
151525,"WDSUB1","WD repeat, sterile alpha motif and U-box domain containing 1",208,27,229,36,228,44
3357,"HTR2B","5-hydroxytryptamine receptor 2B",1,13,6,13,5,21
57532,"NUFIP2","nuclear fragile X mental retardation protein interacting protein 2",2928,1550,3291,1626,3366,1821
1650,"DDOST","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit",4829,2296,5114,2601,5028,2785
54328,"GPR173","G protein-coupled receptor 173",310,43,289,62,309,55
51313,"FAM198B","family with sequence similarity 198 member B",476,85,819,96,672,137
7541,"ZBTB14","zinc finger and BTB domain containing 14",393,58,455,64,381,98
1743,"DLST","dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)",3027,1517,2972,1619,3126,1663
5335,"PLCG1","phospholipase C gamma 1",4044,875,3691,847,4660,1212
2764,"GMFB","glia maturation factor beta",3253,1773,3409,2108,3422,1894
199777,"ZNF626","zinc finger protein 626",424,83,454,88,431,95
78995,"C17orf53","chromosome 17 open reading frame 53",304,44,229,23,325,49
22908,"SACM1L","SAC1 suppressor of actin mutations 1-like (yeast)",1708,991,1614,888,1739,996
9205,"ZMYM5","zinc finger MYM-type containing 5",189,132,169,115,209,151
677766,"SCARNA2","small Cajal body-specific RNA 2",2,10,2,12,1,11
55636,"CHD7","chromodomain helicase DNA binding protein 7",3313,673,5248,857,4042,907
5080,"PAX6","paired box 6",353,280,470,445,432,298
56906,"THAP10","THAP domain containing 10",139,14,131,5,126,19
64921,"CASD1","CAS1 domain containing 1",599,101,796,120,779,183
2114,"ETS2","ETS proto-oncogene 2, transcription factor",584,474,339,346,670,659
79019,"CENPM","centromere protein M",599,97,636,117,651,171
10721,"POLQ","polymerase (DNA) theta",1792,399,2524,425,1942,453
285343,"TCAIM","T-cell activation inhibitor, mitochondrial",508,81,507,87,497,133
92,"ACVR2A","activin A receptor type 2A",354,265,513,371,462,331
112483,"SAT2","spermidine/spermine N1-acetyltransferase family member 2",554,102,512,107,660,146
5174,"PDZK1","PDZ domain containing 1",18,34,27,52,18,24
29800,"ZDHHC1","zinc finger DHHC-type containing 1",107,8,97,8,104,14
390916,"NUDT19","nudix hydrolase 19",1084,164,905,156,964,265
4928,"NUP98","nucleoporin 98kDa",6027,3310,6474,3499,6360,3462
11157,"LSM6","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",402,67,349,68,387,87
84734,"FAM167B","family with sequence similarity 167 member B",2,19,4,11,3,11
157273,"LOC157273","uncharacterized LOC157273",0,6,0,9,0,9
58480,"RHOU","ras homolog family member U",68,8,102,5,91,5
51360,"MBTPS2","membrane bound transcription factor peptidase, site 2",954,191,993,239,964,239
10550,"ARL6IP5","ADP ribosylation factor like GTPase 6 interacting protein 5",1502,332,1403,272,1381,334
6923,"TCEB2","transcription elongation factor B subunit 2",1791,914,1667,867,1820,1039
85459,"CEP295","centrosomal protein 295kDa",978,223,1257,257,1188,268
8355,"HIST1H3G","histone cluster 1, H3g",34,41,19,26,31,56
57722,"IGDCC4","immunoglobulin superfamily, DCC subclass, member 4",1325,220,1492,333,1334,267
79168,"LILRA6","leukocyte immunoglobulin like receptor A6",6,21,7,29,11,13
10146,"G3BP1","G3BP stress granule assembly factor 1",7982,4175,8355,4486,8445,4479
51430,"SUCO","SUN domain containing ossification factor",2360,1514,2882,1752,2742,1565
5198,"PFAS","phosphoribosylformylglycinamidine synthase",4665,992,4685,927,4914,1441
56983,"POGLUT1","protein O-glucosyltransferase 1",696,112,760,130,737,201
221477,"C6orf89","chromosome 6 open reading frame 89",1477,347,1596,335,1483,417
5154,"PDGFA","platelet derived growth factor subunit A",389,320,588,490,597,413
91355,"LRP5L","LDL receptor related protein 5 like",222,40,262,34,257,49
200298,"LINC00528","long intergenic non-protein coding RNA 528",0,12,0,5,0,8
7182,"NR2C2","nuclear receptor subfamily 2 group C member 2",1568,345,1938,396,1837,495
5819,"NECTIN2","nectin cell adhesion molecule 2",1795,886,1420,973,1929,1173
84305,"PYM1","PYM homolog 1, exon junction complex associated factor",445,74,422,80,516,118
51279,"C1RL","complement C1r subcomponent like",220,39,297,47,290,39
51366,"UBR5","ubiquitin protein ligase E3 component n-recognin 5",4863,3076,5412,3484,5393,2944
55083,"KIF26B","kinesin family member 26B",1059,102,1347,222,928,132
84263,"HSDL2","hydroxysteroid dehydrogenase like 2",2149,481,2037,410,1965,523
23710,"GABARAPL1","GABA(A) receptor-associated protein like 1",345,192,309,240,428,302
8971,"H1FX","H1 histone family member X",2298,435,2219,393,2551,680
1773,"DNASE1","deoxyribonuclease I",625,96,736,129,537,105
4715,"NDUFB9","NADH:ubiquinone oxidoreductase subunit B9",23053,13723,19543,11494,20261,13173
6391,"SDHC","succinate dehydrogenase complex subunit C",3509,877,3636,911,3565,1024
149041,"RC3H1","ring finger and CCCH-type domains 1",982,560,1124,661,1146,643
79728,"PALB2","partner and localizer of BRCA2",580,126,690,117,677,167
6533,"SLC6A6","solute carrier family 6 member 6",1005,168,1113,139,1088,284
114928,"GPRASP2","G protein-coupled receptor associated sorting protein 2",324,51,405,79,469,73
10533,"ATG7","autophagy related 7",365,245,378,212,403,255
51012,"PRELID3B","PRELI domain containing 3B",2317,1201,2161,1209,2284,1265
122961,"ISCA2","iron-sulfur cluster assembly 2",388,51,352,54,329,84
332,"BIRC5","baculoviral IAP repeat containing 5",3442,812,3522,867,3531,1092
6868,"ADAM17","ADAM metallopeptidase domain 17",1470,874,1356,1000,1534,831
101927994,"LINC01087","long intergenic non-protein coding RNA 1087",72,58,106,96,88,99
80209,"PROSER1","proline and serine rich 1",1310,257,1383,294,1439,409
100271927,"RASA4B","RAS p21 protein activator 4B",1102,186,1135,234,929,247
79673,"ZNF329","zinc finger protein 329",208,162,148,132,211,150
57535,"KIAA1324","KIAA1324",9,14,10,23,9,22
25923,"ATL3","atlastin GTPase 3",1724,367,1627,286,1714,452
871,"SERPINH1","serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)",10642,2270,10076,2357,11071,3344
727,"C5","complement component 5",256,180,360,211,311,258
6900,"CNTN2","contactin 2",1,9,5,23,1,12
116987,"AGAP1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",2279,501,2863,595,2581,701
5764,"PTN","pleiotrophin",373,281,241,223,420,324
54545,"MTMR12","myotubularin related protein 12",713,131,691,151,761,202
9857,"CEP350","centrosomal protein 350kDa",1713,311,2563,451,2166,480
29978,"UBQLN2","ubiquilin 2",1322,665,1311,734,1367,750
257194,"NEGR1","neuronal growth regulator 1",35,45,66,54,52,74
89797,"NAV2","neuron navigator 2",5824,1339,5480,1321,6110,1815
201164,"PLD6","phospholipase D family member 6",229,151,197,132,182,160
1945,"EFNA4","ephrin-A4",237,33,243,21,337,54
24146,"CLDN15","claudin 15",464,74,393,74,456,109
146050,"ZSCAN29","zinc finger and SCAN domain containing 29",807,136,886,170,958,245
116983,"ACAP3","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",932,134,765,205,938,162
8314,"BAP1","BRCA1 associated protein 1",3126,810,3206,832,3475,993
64411,"ARAP3","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",324,41,241,27,306,59
3371,"TNC","tenascin C",40953,28198,29561,19981,32890,25623
57669,"EPB41L5","erythrocyte membrane protein band 4.1 like 5",441,328,619,399,620,395
8986,"RPS6KA4","ribosomal protein S6 kinase A4",1311,247,1112,209,1181,318
4784,"NFIX","nuclear factor I/X (CCAAT-binding transcription factor)",1129,160,733,95,872,171
6839,"SUV39H1","suppressor of variegation 3-9 homolog 1",628,135,641,128,648,167
284422,"SMIM24","small integral membrane protein 24",1,7,0,8,0,11
51490,"C9orf114","chromosome 9 open reading frame 114",1655,381,1667,400,1690,499
404636,"FAM45A","family with sequence similarity 45 member A",578,115,564,93,646,154
92659,"MAFG-AS1","MAFG antisense RNA 1 (head to head)",121,3,116,9,127,19
10121,"ACTR1A","ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)",4333,1070,4188,1004,4269,1221
80208,"SPG11","spastic paraplegia 11 (autosomal recessive)",1477,323,1785,412,1763,373
10397,"NDRG1","N-myc downstream regulated 1",760,658,291,439,639,732
11169,"WDHD1","WD repeat and HMG-box DNA binding protein 1",2025,501,2218,526,2141,600
10513,"APPBP2","amyloid beta precursor protein binding protein 2",958,229,1117,208,1029,264
5150,"PDE7A","phosphodiesterase 7A",473,71,493,63,599,131
11083,"DIDO1","death inducer-obliterator 1",3368,1972,4044,2031,3419,2207
1676,"DFFA","DNA fragmentation factor subunit alpha",2559,543,2631,632,2774,820
92092,"ZC3HAV1L","zinc finger CCCH-type containing, antiviral 1 like",1003,161,1325,234,986,235
29066,"ZC3H7A","zinc finger CCCH-type containing 7A",1457,346,1574,311,1793,454
100507032,"TMCC1-AS1","TMCC1 antisense RNA 1 (head to head)",214,37,220,32,217,37
863,"CBFA2T3","core-binding factor, runt domain, alpha subunit 2; translocated to, 3",424,63,529,99,448,89
28955,"DEXI","Dexi homolog (mouse)",195,30,210,34,229,40
9683,"N4BP1","NEDD4 binding protein 1",1022,208,1108,226,1228,324
374986,"FAM73A","family with sequence similarity 73 member A",625,417,562,373,659,376
692207,"SNORD91A","small nucleolar RNA, C/D box 91A",0,11,0,5,0,8
10124,"ARL4A","ADP ribosylation factor like GTPase 4A",384,219,290,232,412,267
84498,"FAM120B","family with sequence similarity 120B",1489,290,1676,400,1592,389
1183,"CLCN4","chloride voltage-gated channel 4",323,32,510,75,422,61
84750,"FUT10","fucosyltransferase 10 (alpha (1,3) fucosyltransferase)",366,205,380,256,333,242
10919,"EHMT2","euchromatic histone-lysine N-methyltransferase 2",3036,674,2903,677,3137,941
93594,"TBC1D31","TBC1 domain family member 31",3005,727,3215,739,3260,981
7265,"TTC1","tetratricopeptide repeat domain 1",890,511,876,441,953,619
100131211,"NEMP2","nuclear envelope integral membrane protein 2",281,40,372,51,351,76
152485,"ZNF827","zinc finger protein 827",613,87,778,134,643,157
2120,"ETV6","ETS variant 6",353,53,331,53,403,90
3455,"IFNAR2","interferon alpha and beta receptor subunit 2",171,22,186,24,159,28
205327,"C2orf69","chromosome 2 open reading frame 69",1125,772,1057,612,1074,689
55057,"AIM1L","absent in melanoma 1-like",0,12,1,5,0,10
90678,"LRSAM1","leucine rich repeat and sterile alpha motif containing 1",896,148,707,169,960,219
283229,"CRACR2B","calcium release activated channel regulator 2B",282,21,377,49,227,26
79718,"TBL1XR1","transducin (beta)-like 1 X-linked receptor 1",3384,2151,4134,2457,3987,2223
7975,"MAFK","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K",320,236,245,182,307,215
84986,"ARHGAP19","Rho GTPase activating protein 19",1195,646,1294,771,1284,725
55900,"ZNF302","zinc finger protein 302",1151,241,1381,291,1270,342
56919,"DHX33","DEAH-box helicase 33",1876,970,1744,907,1968,1104
101928514,"LOC101928514","uncharacterized LOC101928514",0,7,1,7,1,15
2912,"GRM2","glutamate receptor, metabotropic 2",23,26,18,48,37,40
113444,"SMIM12","small integral membrane protein 12",901,153,794,168,871,241
393,"ARHGAP4","Rho GTPase activating protein 4",787,126,701,173,877,203
153364,"MBLAC2","metallo-beta-lactamase domain containing 2",243,41,239,26,230,44
25946,"ZNF385A","zinc finger protein 385A",217,25,209,30,228,48
85397,"RGS8","regulator of G-protein signaling 8",147,6,167,8,229,30
2683,"B4GALT1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",1215,606,1199,685,1309,701
388969,"C2orf68","chromosome 2 open reading frame 68",523,83,624,114,569,143
85446,"ZFHX2","zinc finger homeobox 2",404,50,512,91,408,72
116113,"FOXP4","forkhead box P4",1510,289,1255,291,1526,405
100129722,"C9orf173-AS1","C9orf173 antisense RNA 1",7,24,3,26,7,9
92912,"UBE2Q2","ubiquitin conjugating enzyme E2Q family member 2",670,353,640,396,711,396
8933,"FAM127A","family with sequence similarity 127 member A",1343,304,1448,365,1473,379
641649,"TMEM91","transmembrane protein 91",17,31,22,31,10,24
140609,"NEK7","NIMA related kinase 7",2477,1496,2526,1507,2547,1401
85302,"FBF1","Fas (TNFRSF6) binding factor 1",297,45,323,65,341,68
302,"ANXA2","annexin A2",5817,4409,3087,3027,5325,4493
57674,"RNF213","ring finger protein 213",1499,266,2231,387,1663,324
54566,"EPB41L4B","erythrocyte membrane protein band 4.1 like 4B",318,33,191,26,314,50
23195,"MDN1","midasin AAA ATPase 1",5416,4726,8565,7143,6087,4731
29916,"SNX11","sorting nexin 11",326,242,286,184,381,261
1731,"SEPT1","septin 1",11,27,19,22,19,29
55861,"DBNDD2","dysbindin (dystrobrevin binding protein 1) domain containing 2",20,24,10,36,23,28
9261,"MAPKAPK2","mitogen-activated protein kinase-activated protein kinase 2",2520,1280,2400,1397,2952,1501
10269,"ZMPSTE24","zinc metallopeptidase STE24",2223,1178,1987,1232,2155,1194
158,"ADSL","adenylosuccinate lyase",3330,830,3565,879,3419,997
